Brand Name,Product URL,Image,Product Ratings,Number of ratings,Product Info,Selling Price,Price,Discount
SWAGG INDIA,https://www.myntra.com/kurtis/swagg-india/swagg-india-green-floral-embroidered-chikankari-kurti/18707748/buy,,3.3,12,Floral Embroidered Kurti,699,1749,(60% OFF)
Indo Era,https://www.myntra.com/kurtis/indo-era/indo-era-blue-ethnic-motifs-printed-flared-sleeves-kurti/15888310/buy,,4.3,7,Ethnic Motifs Printed Kurti,699,1999,(65% OFF)
kipek,https://www.myntra.com/kurtis/kipek/kipek-cream-and-black-ethnic-print-mandarin-collar-pure-cotton-kurti/19959940/buy,,,0,Ethnic Print Pure Cotton Kurti,699,1599,(Rs. 900 OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-sea-green--white-floral-embroidered-plus-size-chikankari-kurti/20494156/buy,,,0,Floral Embroidered Kurti,,,
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-women-yellow--white-khari-printed-straight-kurti/15635992/buy,,4.1,69,Women Khari Printed Kurti,521,1739,(70% OFF)
Rain & Rainbow,https://www.myntra.com/kurtis/rain--rainbow/rain--rainbow-navy-blue-ethnic-motifs-printed-pure-cotton-kurti/18882466/buy,,,0,Printed Pure Cotton Kurti,897,1995,(55% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-lime-green--golden-ethnic-motifs-printed-kurti/18226120/buy,,3.6,12,Ethnic Motifs Printed Kurti,519,1299,(60% OFF)
HERE&NOW,https://www.myntra.com/kurtis/herenow/herenow-ethnic-motifs-printed-kurti/20839142/buy,,,0,Ethnic Motifs Printed Kurti,574,2299,(75% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-maroon-pure-cotton-kurti/19744086/buy,,,0,Pure Cotton Kurti,574,2299,(75% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-beige-pure-cotton-kurti/19744110/buy,,,0,Pure Cotton Kurti,574,2299,(75% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-peach-coloured-floral-printed-cambric-pleated-kurti/17156544/buy,,3.8,86,Printed Cambric Pleated Kurti,687,1349,(49% OFF)
Prakrti,https://www.myntra.com/kurtis/prakrti/prakrti-turquoise-blue-ethnic-motifs-printed-kurti/16989486/buy,,4.1,7,Ethnic Motifs Printed Kurti,509,1699,(70% OFF)
Anubhutee,https://www.myntra.com/kurtis/anubhutee/anubhutee-maroon--off-white-ethnic-motifs-printed-kurti/20857616/buy,,,0,Ethnic Motifs Printed Kurti,509,1699,(70% OFF)
INDYES,https://www.myntra.com/kurtis/indyes/indyes-grey-solid-kurti/17744950/buy,,4.8,9,Solid Kurti,674,1499,(55% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-women-white--black-checked-kurti/19640400/buy,,,0,Women Checked Kurti,672,1770,(62% OFF)
Saree Swarg,https://www.myntra.com/kurtis/saree-swarg/saree-swarg-women-white--grey-floral-printed-straight-kurti/18721092/buy,,,0,Floral Printed Straight Kurti,672,1770,(62% OFF)
Cot'N Soft,https://www.myntra.com/kurtis/cotn-soft/cotn-soft-women-brown-woven-design-pure-cotton-handloom-kurti/19506206/buy,,3.4,5,Woven Design Pure Cotton Kurti,670,1999,(Rs. 1329 OFF)
Melange by Lifestyle,https://www.myntra.com/kurtis/melange-by-lifestyle/melange-by-lifestyle-off-white-ethnic-motifs-printed-kurti/20903698/buy,,,0,Ethnic Motifs Printed Kurti,479,599,(20% OFF)
V TRADITION,https://www.myntra.com/kurtis/v-tradition/v-tradition-navy-blue--multicoloured-geometric-printed-gotta-patti-gotta-patti-kurti/18478284/buy,,,0,Geometric Printed Kurti,999,1999,(50% OFF)
Indiankala4u,https://www.myntra.com/kurtis/indiankala4u/indiankala4u-black-floral-embroidered-chikankari-pure-cotton-chikankari-kurti/17509270/buy,,4.8,16,Floral Embroidered Pure Cotton Kurti,999,2500,(Rs. 1501 OFF)
YASH GALLERY,https://www.myntra.com/kurtis/yash-gallery/yash-gallery-women-beige--blue-printed-pleated-a-line-kurti/13994586/buy,,4.1,33,Printed Pleated A-Line Kurti,666,1449,(54% OFF)
PARAMOUNT CHIKAN,https://www.myntra.com/kurtis/paramount-chikan/paramount-chikan-white--maroon-ethnic-motifs-embroidered-chikankari-pure-cotton-kurti/17314020/buy,,,0,Embroidered Pure Cotton Kurti,799,1999,(60% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-pink--blue-printed-kurti/17709738/buy,,4.2,13,Printed Kurti,620,1349,(54% OFF)
TORONFRAS,https://www.myntra.com/kurtis/toronfras/toronfras-black-floral-embroidered-sequinned-pleated-kurti/19485546/buy,,3.9,7,Floral Embroidered Kurti,1049,2999,(65% OFF)
ADA,https://www.myntra.com/kurtis/ada/ada-women-black-chikankari-embroidered-layered-straight-sustainable-kurti/12500974/buy,,3.9,14,Chikankari Straight Sustainable Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-beige--white-ethnic-motifs-embroidered-chikankari-handloom-kurti-with-inner/18197538/buy,,4.6,8,Ethnic Motifs Embroidered Handloom Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-yellow--white-ethnic-motifs-embroidered-chikankari-kurti-with-inner/19792554/buy,,,0,Ethnic Motifs Embroidered Kurti,,,
ADA,https://www.myntra.com/kurtis/ada/ada-rust--white-ethnic-motifs-embroidered-chikankari-handloom-kurti-with-matching-slip/16055476/buy,,4.9,9,Ethnic Motifs Embroidered Kurti,,,
Azira,https://www.myntra.com/kurtis/azira/-azira-women-olive--black-printed-pure-cotton-kurtis/18464870/buy,,,0,Women Printed Pure Cotton Kurtis,688,1299,(47% OFF)
KALINI,https://www.myntra.com/kurtis/kalini/kalini-pink--white-printed-kurti/17934924/buy,,2.7,15,Printed Kurti,512,1899,(73% OFF)
Sangria,https://www.myntra.com/kurtis/sangria/sangria-women-sea-green-floral-embroidered-pure-cotton-thread-work-pleated-kurti/19980838/buy,,,0,Floral Embroidered Pure Cotton Kurti,989,4499,(78% OFF)
Campana,https://www.myntra.com/kurtis/campana/campana-girls-blue--maroon-floral-printed-pure-cotton-straight-kurti/20728140/buy,,,0,Printed Pure Cotton Kurti,719,799,(10% OFF)
FAWOMENT,https://www.myntra.com/kurtis/fawoment/fawoment-yellow-floral-chikankari-embroidered-kurti/20833220/buy,,,0,Floral Embroidered Kurti,911,3037,(70% OFF)
FAWOMENT,https://www.myntra.com/kurtis/fawoment/fawoment-red-floral-embroidered-chikankari-kurti/20833226/buy,,,0,Floral Embroidered Kurti,911,3037,(70% OFF)
Fabindia,https://www.myntra.com/kurtis/fabindia/fabindia-pink-yoke-design-v-neck-kurti/15816496/buy,,,0,Yoke Design Kurti,1959,2799,(30% OFF)
all about you,https://www.myntra.com/kurtis/all-about-you/all-about-you-ethnic-motifs-yoke-design-tie-up-neck-bell-sleeves-thread-work-a-line-kurti/16319814/buy,,,0,Yoke Design A-Line Kurti,759,1899,(60% OFF)
MALHAAR,https://www.myntra.com/kurtis/malhaar/malhaar-blue-pure-cotton-kurti/19744108/buy,,4.8,6,Pure Cotton Kurti,574,2299,(75% OFF)
Pistaa,https://www.myntra.com/kurtis/pistaa/pistaa-yellow-embroidered-kurti/18435996/buy,,4.4,25,Embroidered Kurti,649,1799,(Rs. 1150 OFF)
